query_id,run_name,nDCG@10,nDCG@20,Recall@10,Recall@20,Recall@100
46,dense__BAAI__bge_base_en_v1.5__text_all,0.37183505243062803,0.2728351724191951,0.04395604395604396,0.054945054945054944,0.31868131868131866
47,dense__BAAI__bge_base_en_v1.5__text_all,0.24890832702259458,0.20334035115894677,0.10344827586206896,0.10344827586206896,0.27586206896551724
48,dense__BAAI__bge_base_en_v1.5__text_all,0.8235337421595046,0.7941548083266795,0.16666666666666666,0.3148148148148148,0.7407407407407407
49,dense__BAAI__bge_base_en_v1.5__text_all,0.6358283830274569,0.6039799824894637,0.14285714285714285,0.2571428571428571,0.5
50,dense__BAAI__bge_base_en_v1.5__text_all,0.718905476378235,0.7130691735162552,0.625,0.75,0.875
51,dense__BAAI__bge_base_en_v1.5__text_all,0.23171399699716344,0.2683644169905767,0.08,0.18,0.34
52,dense__BAAI__bge_base_en_v1.5__text_all,0.5423640154200348,0.36097901672090754,0.09302325581395349,0.11627906976744186,0.5348837209302325
53,dense__BAAI__bge_base_en_v1.5__text_all,0.0,0.06410377673926801,0.0,0.10714285714285714,0.35714285714285715
54,dense__BAAI__bge_base_en_v1.5__text_all,0.5616985447429956,0.5245068976308198,0.10294117647058823,0.22058823529411764,0.6470588235294118
55,dense__BAAI__bge_base_en_v1.5__text_all,0.9216017310213247,0.7771005255697891,0.3333333333333333,0.5185185185185185,0.9629629629629629
56,dense__BAAI__bge_base_en_v1.5__text_all,0.6023994068153908,0.46258946619797403,0.09333333333333334,0.14666666666666667,0.56
57,dense__BAAI__bge_base_en_v1.5__text_all,0.37185395737611554,0.34223303882572464,0.03571428571428571,0.07142857142857142,0.2976190476190476
58,dense__BAAI__bge_base_en_v1.5__text_all,0.5353880201199216,0.4596089454899648,0.08547008547008547,0.13675213675213677,0.452991452991453
59,dense__BAAI__bge_base_en_v1.5__text_all,0.36880417942480503,0.25080905476479226,0.03614457831325301,0.04216867469879518,0.18072289156626506
60,dense__BAAI__bge_base_en_v1.5__text_all,0.5695785062497354,0.5007102847854377,0.04504504504504504,0.09009009009009009,0.25225225225225223
61,dense__BAAI__bge_base_en_v1.5__text_all,0.0,0.041994888933303144,0.0,0.029411764705882353,0.17647058823529413
62,dense__BAAI__bge_base_en_v1.5__text_all,0.2847700924302757,0.21771881009265467,0.049586776859504134,0.0743801652892562,0.30578512396694213
63,dense__BAAI__bge_base_en_v1.5__text_all,0.351522365230886,0.25536946501405144,0.13043478260869565,0.13043478260869565,0.6086956521739131
64,dense__BAAI__bge_base_en_v1.5__text_all,0.13109279988210207,0.10710316720900075,0.03296703296703297,0.054945054945054944,0.17582417582417584
65,dense__BAAI__bge_base_en_v1.5__text_all,0.06625422345438903,0.04275831251503158,0.03571428571428571,0.03571428571428571,0.14285714285714285
66,dense__BAAI__bge_base_en_v1.5__text_all,0.2671197195386918,0.2915391947609453,0.1111111111111111,0.2222222222222222,0.5277777777777778
67,dense__BAAI__bge_base_en_v1.5__text_all,0.4252084336260237,0.3807975312812752,0.022727272727272728,0.06060606060606061,0.25
68,dense__BAAI__bge_base_en_v1.5__text_all,0.6150499989137241,0.6449553052211872,0.1388888888888889,0.2777777777777778,0.5833333333333334
69,dense__BAAI__bge_base_en_v1.5__text_all,0.13147032541923082,0.12323129348235765,0.04081632653061224,0.061224489795918366,0.20408163265306123
70,dense__BAAI__bge_base_en_v1.5__text_all,0.2816575879096918,0.20413543196529707,0.04,0.06666666666666667,0.28
71,dense__BAAI__bge_base_en_v1.5__text_all,0.0,0.03406297225598251,0.0,0.018518518518518517,0.14814814814814814
72,dense__BAAI__bge_base_en_v1.5__text_all,0.20807741580226297,0.3325698774273631,0.09090909090909091,0.21212121212121213,0.6060606060606061
73,dense__BAAI__bge_base_en_v1.5__text_all,0.5501126236272343,0.4868779335727196,0.09523809523809523,0.20634920634920634,0.746031746031746
74,dense__BAAI__bge_base_en_v1.5__text_all,0.4943546591171849,0.5360782654150794,0.36363636363636365,0.45454545454545453,0.8181818181818182
75,dense__BAAI__bge_base_en_v1.5__text_all,0.1677747609317821,0.21038879023134946,0.024390243902439025,0.054878048780487805,0.15853658536585366
