query_id,run_name,nDCG@10,nDCG@20,Recall@10,Recall@20,Recall@100
54,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.28627656024307674,0.40918251461215266,0.11290322580645161,0.22580645161290322,0.6451612903225806
55,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.8553475075669357,0.7711825601871717,0.3076923076923077,0.5384615384615384,0.9230769230769231
56,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.8603818544462509,0.6506987412476974,0.0975609756097561,0.14634146341463414,0.5365853658536586
57,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.7534494445524137,0.6301074304752273,0.1044776119402985,0.16417910447761194,0.4925373134328358
58,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.4223405592823898,0.3186693036753611,0.058823529411764705,0.07563025210084033,0.453781512605042
59,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.3979478965435962,0.3610089254117365,0.049019607843137254,0.09803921568627451,0.23529411764705882
60,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.43810818083050457,0.44019650477704114,0.03389830508474576,0.07627118644067797,0.2796610169491525
61,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.25168788775459705,0.1624311447596679,0.03571428571428571,0.03571428571428571,0.125
62,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.06880531074502967,0.15157893395895133,0.023255813953488372,0.06201550387596899,0.3023255813953488
63,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.17422858806150038,0.17422858806150038,0.1111111111111111,0.1111111111111111,0.3333333333333333
64,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.0,0.048261740555636964,0.0,0.024390243902439025,0.17073170731707318
65,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.0,0.05613390879407394,0.0,0.07692307692307693,0.3076923076923077
66,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.24469990224705543,0.30202249766807515,0.20833333333333334,0.3333333333333333,0.5416666666666666
67,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.47108156848229615,0.45425307637770196,0.056451612903225805,0.0967741935483871,0.2903225806451613
68,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.3581718012187445,0.33339405936932065,0.07017543859649122,0.10526315789473684,0.21052631578947367
69,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.3840206372442166,0.24783438041219746,0.10526315789473684,0.10526315789473684,0.22807017543859648
70,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.08296944234086487,0.057314820370149185,0.044444444444444446,0.044444444444444446,0.2
71,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.2895229882348574,0.25315114518761955,0.03225806451612903,0.06451612903225806,0.16129032258064516
72,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.27986998359589355,0.4025153226808074,0.11475409836065574,0.22950819672131148,0.6557377049180327
73,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.4433149188603655,0.40217657893581854,0.1,0.18,0.68
74,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.7484282537574318,0.7489893044336827,0.5833333333333334,0.6666666666666666,0.8333333333333334
75,dense__sentence_transformers__all_MiniLM_L6_v2__text_all,0.02613275632622511,0.04113748108315867,0.0070921985815602835,0.02127659574468085,0.16312056737588654
